Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Post-demographic dividend,PST,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Arable land (hectares),AG.LND.ARBL.HA,,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2500,2500,2500,2500,2500,2500,2500,2500,,,
Qatar,QAT,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,1000,2000,4000,5000,6000,7000,8000,8000,8000,9000,9000,9000,10000,9000,12000,13000,13000,13000,13000,13000,13000,13000,13000,13300.00019,11500,11600.00038,11600.00038,11600.00038,13000,13000,14460.00004,12600.00038,13729.99954,12310.00042,13479.99954,15399.99962,15100.00038,15300.00019,14300.00019,,,
Romania,ROU,Arable land (hectares),AG.LND.ARBL.HA,,9853000,9922000,9853000,9827000,9814000,9797000,9799000,9797000,9771000,9733000,9728000,9713000,9658000,9703000,9741000,9760000,9781000,9803000,9817000,9834000,9849000,9870000,9904000,9935000,9985000,10005000,10080000,10107000,9458000,9450000,9423000,9357000,9341000,9339000,9337000,9337000,9346000,9325000,9332000,9381000,9371000,9376000,9377000,8915000,8985000,8939000,8675000,8721000,8789000,9146000,8995000,8798000,8746000,8778000,8778000,8582000,,,
Russian Federation,RUS,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132008000,129538000,128422000,127500000,126024000,127466000,126132000,124975000,124374000,123860000,123465000,122559000,122146000,121781000,121574000,121574000,121649000,121750000,119000000,120000000,119750000,122240000,123121820.3,123121820.3,123121820.3,,,
Rwanda,RWA,Arable land (hectares),AG.LND.ARBL.HA,,485000,490000,495000,500000,505000,510000,515000,521000,528000,522000,560000,621000,610000,668000,686000,700000,715000,730000,745000,760000,775000,790000,805000,820000,827000,834000,842000,849000,850000,880000,880000,880000,850000,700000,700000,750000,800000,820000,866000,900000,1000000,1116000,1094000,1110880.005,1082900.024,1102949.951,1114880.005,1117439.941,1118869.995,1123920.044,1141439.941,1150729.98,1182500,1149500,1151699.951,1151699.951,,,
South Asia,SAS,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Arable land (hectares),AG.LND.ARBL.HA,,1140000,1160000,1180000,1200000,1220000,1240000,1260000,1290000,1320000,1360000,1400000,1450000,1500000,1560000,1620000,1680000,1740000,1790000,1840000,1890000,1940000,1990000,2200000,2350000,2550000,2700000,2900000,3050000,3200000,3390000,3579000,3650000,3672000,3667000,3655000,3646000,3639000,3637000,3594000,3592000,3600000,3600000,3600000,3500000,3500000,3450000,3446000,3339000,3196000,3180000,3159000,3117000,3068000,3430000,3490000,3477000,,,
Sudan,SDN,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19865160.16,19856759.77,19839960.94,19823160.16,19823160.16,19823160.16,,,
Senegal,SEN,Arable land (hectares),AG.LND.ARBL.HA,,2933000,2933000,3033000,3033000,3132000,3132000,3232000,3401000,3187000,3148000,3229000,3229000,3279000,3329000,3328000,3326000,3124000,3123000,3122000,3121000,3120000,3118000,3116000,3114000,3110000,3107000,3104000,3098000,3094000,3092000,2973000,3044000,3082000,3178000,3077000,3217000,2938000,2685000,3407000,3322000,3099000,3050000,2932000,2987000,3126000,2836000,2850000,3620000,3830000,3800000,3300000,3300000,3200000,3200000,3200000,3200000,,,
Singapore,SGP,Arable land (hectares),AG.LND.ARBL.HA,,3000,4000,4000,4000,4000,4000,4000,3000,3000,4000,2000,3000,3000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,600.0000238,699.9999881,660.0000262,649.9999762,699.9999881,600.0000238,600.0000238,639.9999857,629.9999952,629.9999952,569.9999928,560.0000024,560.0000024,560.0000024,,,
Solomon Islands,SLB,Arable land (hectares),AG.LND.ARBL.HA,,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,11000,12000,12000,12000,12000,13000,13000,13000,13000,13000,10000,10000,11000,11000,11000,11000,11000,11000,12000,12000,12000,13000,14000,14000,15000,15000,16000,16000,16000,16000,16000,17000,18000,19000,19000,20000,20000,20000,20000,20000,,,
Sierra Leone,SLE,Arable land (hectares),AG.LND.ARBL.HA,,355000,360000,365000,370000,375000,380000,385000,390000,395000,400000,405000,410000,415000,420000,425000,430000,435000,440000,445000,450000,455000,460000,465000,470000,475000,480000,485000,486000,486000,486000,486000,486000,486000,485000,485000,485000,484000,484000,484000,490000,681520.0195,910080.0171,1236670.044,1437729.98,1472020.02,1689880.005,1283719.971,1372229.98,1460969.971,1580380.005,1652630.005,1471650.024,1583650.024,1584000,1584000,1584000,,,
El Salvador,SLV,Arable land (hectares),AG.LND.ARBL.HA,,488000,488000,488000,485000,480000,470000,460000,458000,455000,450000,488000,488000,488000,488000,488000,475000,475000,515000,560000,558000,516000,479000,470000,480000,500000,520000,520000,540000,540000,550000,565000,588000,586000,584000,582000,565000,565000,600000,631000,650000,700000,690000,681000,694000,702000,604000,630000,683000,678000,673000,691000,719000,728000,746000,718000,737000,,,
San Marino,SMR,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,
Somalia,SOM,Arable land (hectares),AG.LND.ARBL.HA,,891000,896000,901000,906000,911000,916000,921000,926000,931000,936000,941000,946000,951000,955000,960000,965000,969000,974000,979000,984000,989000,994000,999000,1004000,1009000,1014000,1018000,1021000,1021000,1022000,1022000,1023000,1024000,1030000,1035000,1039000,1043000,1043000,1043000,1043000,1045000,1200000,1250000,1350000,1350000,1140000,1000000,1100000,1100000,1100000,1000000,1000000,1100000,1100000,1100000,1100000,,,
Serbia,SRB,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595699.951,2616800.049,2660500,2613699.951,2654300.049,2639500,2562100.098,2590300.049,2605699.951,2591000,2598000,,,
Sub-Saharan Africa (excluding high income),SSA,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3000,4000,4000,5000,5000,6000,6000,7000,7000,8000,8000,8000,8000,8500,9000,9000,8500,8699.999809,8699.999809,8699.999809,8699.999809,8699.999809,8699.999809,,,
Suriname,SUR,Arable land (hectares),AG.LND.ARBL.HA,,28000,29000,29000,32000,32000,31000,30000,30000,30000,30000,33000,33000,35000,35000,35000,35000,36000,36000,37000,40000,43000,46000,48000,50000,52000,54000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,45000,55000,53000,49000,49000,46000,47000,58000,55000,58000,52000,60000,65000,65000,65000,,,
Slovak Republic,SVK,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562000,1561000,1557000,1553000,1550000,1547000,1539000,1528000,1442000,1410000,1413000,1393000,1391000,1378000,1377000,1382000,1382000,1392000,1391199.951,1392300.049,1361599.976,1359199.951,1350000,1347000,,,
Slovenia,SVN,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,200000,196000,196000,191000,173000,172000,171000,173000,173000,168000,173000,176000,176000,178000,175000,183410.0037,184250,184589.9963,184350.0061,183699.9969,184960.0067,184039.9933,183910.0037,183880.0049,,,
Sweden,SWE,Arable land (hectares),AG.LND.ARBL.HA,,3549000,3484000,3293000,3255000,3161000,3109000,3096000,3027000,3051000,3049000,3047000,3027000,3014000,3015000,3002000,2999000,2990000,2996000,2981000,2975000,2956000,2946000,2937000,2929000,2918000,2904000,2886000,2868000,2849000,2841000,2787000,2765000,2777000,2777000,2764000,2809000,2796000,2781000,2744000,2703000,2691000,2677000,2666000,2656000,2698000,2655000,2643000,2630000,2638000,2629000,2614000,2603000,2600000,2592000,2585000,2574600.098,,,
Eswatini,SWZ,Arable land (hectares),AG.LND.ARBL.HA,,124000,134000,129000,132000,140000,149000,153000,153000,149000,149000,149000,168000,168000,155000,167000,161000,149000,188000,184000,183000,134000,133000,133000,169000,154000,154000,164000,177000,192000,180000,183000,179000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,175000,175000,175000,175000,175000,175000,175000,175000,,,
Sint Maarten (Dutch part),SXM,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,899.9999762,140.0000006,140.0000006,150.000006,150.000006,150.000006,150.000006,,,
Syrian Arab Republic,SYR,Arable land (hectares),AG.LND.ARBL.HA,,6146000,6200000,6300000,6410000,6342000,5873000,5876000,5577000,5625000,5651000,5647000,5711000,5550000,5682000,5125000,5260000,5083000,5149000,5230000,5230000,5275000,5288000,5082000,5104000,5038000,5013000,4980000,4812000,4798000,4885000,4804000,4766000,4771000,4812000,4799000,4739000,4771000,4709000,4701000,4542000,4635000,4593000,4625000,4757000,4675000,4670000,4736000,4699000,4670000,4687000,4662000,4665000,4662000,4662000,4662000,4662000,,,
Turks and Caicos Islands,TCA,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,
Chad,TCD,Arable land (hectares),AG.LND.ARBL.HA,,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2897000,2907000,2917000,2997000,3095000,3095000,3143000,3140000,3137000,3135000,3132000,3130000,3127000,3130000,3180000,3180000,3203000,3223000,3273000,3322000,3342000,3370000,3390000,3420000,3400000,3600000,3600000,3600000,3600000,3900000,3700000,3800000,3800000,4500000,4450000,4300000,4300000,4300000,4500000,4900000,4900000,4900000,4900000,4900000,4900000,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Arable land (hectares),AG.LND.ARBL.HA,,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1800000,1900000,1950000,1950000,1950000,1950000,1950000,2000000,2000000,2000000,2020000,2050000,2050000,2100000,2100000,2100000,2200000,2200000,2200000,2300000,2330000,2410000,2510000,2500000,2350000,2375000,2350000,2325000,2100000,2100000,2310000,2340000,2400000,2460000,2460000,2650000,2650000,2650000,2650000,2650000,,,
Thailand,THA,Arable land (hectares),AG.LND.ARBL.HA,,10400000,10600000,10800000,11000000,11200000,11400000,11600000,11800000,12000000,12300000,12431000,13150000,13900000,14624000,14900000,15164000,15773000,16108000,16315000,16515000,16855000,17199000,17293000,17401000,17693000,17810000,17930000,17728000,17581000,17494000,17510000,17238000,17085000,16860000,16839000,16563000,16242000,15932000,15867000,15654000,15578000,15389000,15200000,15200000,15200000,15200000,15200000,15250000,15695000,15760000,15760000,16560000,16810000,16810000,16810000,16810000,,,
Tajikistan,TJK,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860000,869000,850000,844000,811000,811000,784000,784000,784000,783000,781000,782000,778000,757000,737000,746000,741000,751400.0244,747700.0122,744799.9878,741000,735000,730000,730000,730000,,,
Turkmenistan,TKM,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487000,1586000,1690000,1740000,1740000,1740000,1740000,1830000,1940000,2040000,2040000,2040000,2040000,2040000,2040000,2040000,1990000,1990000,1940000,1940000,1940000,1940000,1940000,1940000,1940000,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Arable land (hectares),AG.LND.ARBL.HA,,70000,70000,70000,70000,70000,70000,72000,72000,73000,78000,78000,80000,85000,85000,85000,88000,90000,96000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,110000,120000,120000,125000,130000,130000,130000,127000,125000,120000,120000,145000,145000,150000,170000,170000,170000,160000,160000,160000,150000,150000,160000,155000,155000,155000,155000,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Arable land (hectares),AG.LND.ARBL.HA,,12000,14000,14000,14000,15000,15000,15000,15000,17000,17000,17000,17000,17000,17000,17000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,16000,16000,17000,17000,17000,18000,18000,18000,18000,18000,,,
South Asia (IDA & IBRD),TSA,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Arable land (hectares),AG.LND.ARBL.HA,,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,60000,60000,69000,70000,65000,65000,65000,65000,65000,60000,52000,45000,38000,38000,35000,35000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,35000,35000,35000,35000,30000,30000,30000,26000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,,,
Tunisia,TUN,Arable land (hectares),AG.LND.ARBL.HA,,3100000,3100000,3100000,3180000,3180000,3180000,3180000,3180000,3186000,3193000,3200000,3230000,3290000,3340000,3410000,3480000,3527000,3413000,3406000,3191000,3170000,3160000,3140000,3120000,3070000,3030000,2980000,2936000,2910000,2909000,2908000,2908000,2987000,2830000,2842000,2845000,2845000,2879000,2909000,2864000,2774000,2771000,2790000,2791000,2730000,2763000,2733000,2835000,2707000,2823000,2839000,2848000,2853000,2900000,2900000,2900000,,,
Turkey,TUR,Arable land (hectares),AG.LND.ARBL.HA,,23013000,23131000,23895000,23824000,23841000,24000000,23836000,24092000,25231000,24793000,24978000,25573000,25543000,25161000,24908000,24862000,25063000,25123000,25778000,25354000,25483000,24199000,23696000,24502000,24595000,24558000,24964000,24786000,24880000,24647000,24666000,24514000,24481000,24705000,24654000,24514000,24297000,24439000,24279000,23826000,23801000,23994000,23372000,23871000,23830000,22981000,21979000,21555000,21351000,21384000,20539000,20577000,20574000,20706000,20645000,20381000,,,
Tuvalu,TUV,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Arable land (hectares),AG.LND.ARBL.HA,,5200000,5050000,6100000,6000000,6000000,6000000,6000000,6000000,6000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,8000000,8000000,8000000,8000000,8000000,8000000,8000000,9000000,9000000,9000000,9000000,9000000,9000000,9003000,8800000,8900000,8900000,8900000,9000000,8908000,8725000,8700000,8600000,8530000,8600000,8540000,9500000,9700000,9700000,10000000,11325700.2,11500000,11600000,12300000,13600000,13500000,13500000,13500000,13500000,,,
Uganda,UGA,Arable land (hectares),AG.LND.ARBL.HA,,3150000,3200000,3269000,3785000,3768000,3776000,3772000,3780000,3780000,3780000,3800000,3850000,3900000,3950000,4025000,4072000,4023000,4080000,4080000,4080000,4120000,4180000,4600000,4800000,4900000,5000000,5000000,5000000,5000000,5000000,5020000,5040000,5040000,5060000,5060000,5060000,5060000,5080000,5100000,5300000,5400000,5600000,5850000,5950000,5950000,6100000,6250000,6450000,6600000,6750000,6850000,6900000,6900000,6900000,6900000,6900000,,,
Ukraine,UKR,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33362000,33334000,33291000,33286000,33189000,33081000,32858000,32670000,32564000,32537000,32544000,32480000,32482000,32452000,32446000,32434000,32474000,32478000,32477000,32499000,32518000,32777000,32770000,32775000,32776000,,,
Upper middle income,UMC,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Arable land (hectares),AG.LND.ARBL.HA,,2454000,2396000,2338000,2281000,2223000,2166000,2093000,2020000,1946000,1804000,1764000,1723000,1684000,1644000,1604000,1564000,1524000,1484000,1443000,1403000,1387000,1370000,1354000,1338000,1322000,1308000,1291000,1275000,1257000,1241000,1254000,1267000,1280000,1293000,1306000,1319000,1333000,1347000,1361000,1373000,1377000,1381000,1385000,1389000,1392000,1396000,1476000,1826000,2195000,2033000,2352000,2153000,2424000,2410600.098,2410600.098,2410600.098,,,
United States,USA,Arable land (hectares),AG.LND.ARBL.HA,,180630000,177095000,179574000,177966000,177000000,175705000,174487000,181000000,189244000,188735000,188140000,187545000,187050000,186472000,186472000,186472000,186552000,188755000,188755000,188755000,188755000,187765000,187765000,187765000,187765000,187765000,185742000,185742000,185726000,185676000,185676000,184080000,182748000,181939000,181839000,179006000,177592000,176782000,175368000,175368000,175400000,172977000,171634000,167056000,165115000,160441296.9,161880000,161812593.8,157960703.1,155926203.1,151669296.9,155107500,152241703.1,154265500,152262500,152262500,,,
Uzbekistan,UZB,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474000,4470000,4468000,4475000,4475000,4475000,4475000,4475000,4475000,4485000,4484000,4500000,4500000,4400000,4400000,4350000,4320000,4300000,4350000,4300000,4400000,4400000,4400000,4400000,4400000,,,
St. Vincent and the Grenadines,VCT,Arable land (hectares),AG.LND.ARBL.HA,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,,,
"Venezuela, RB",VEN,Arable land (hectares),AG.LND.ARBL.HA,,2900000,2900000,2903000,2907000,2911000,2913000,2922000,2919000,2924000,2931000,2937000,2904000,2900000,2906000,2907000,2912000,2964000,2955000,2949000,2957000,2804000,2811000,2710000,2709000,2917000,3085000,3097000,3097000,2845000,2832000,2844000,2601000,2599000,2587000,2581000,2584000,2593000,2593000,2593000,2595000,2598000,2500000,2600000,2650000,2655000,2655000,2659000,2700000,2600000,2700000,2700000,2700000,2700000,2700000,2700000,2700000,,,
British Virgin Islands,VGB,Arable land (hectares),AG.LND.ARBL.HA,,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3000,3000,3000,3000,3000,3000,3000,3000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,
Virgin Islands (U.S.),VIR,Arable land (hectares),AG.LND.ARBL.HA,,4000,4000,6000,6000,6000,6000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4000,4000,4000,4000,4000,4000,4000,4000,4000,3000,3000,3000,3000,3000,2000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,,
Vietnam,VNM,Arable land (hectares),AG.LND.ARBL.HA,,5550000,5550000,5550000,5550000,5550000,5550000,5570000,5590000,5600000,5630000,5630000,5650000,5680000,5700000,5700000,5900000,5980000,5999000,5970000,5940000,5910000,5880000,5850000,5820000,5616000,5570000,5527000,5460000,5400000,5339000,5368000,5506000,5516000,5464000,5403000,5554000,5668000,5763000,6000000,6200000,6649000,6600000,6581000,6469500,6358000,6348000,6309600.098,6282500,6300000,6437399.902,6437600.098,6401299.805,6422799.805,7003000,6998000,6998000,,,
Vanuatu,VUT,Arable land (hectares),AG.LND.ARBL.HA,,10000,10000,10000,10000,13000,13000,13000,13000,13000,15000,15000,15000,15000,15000,16000,16000,17000,17000,18000,18000,19000,19000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,,,
World,WLD,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Arable land (hectares),AG.LND.ARBL.HA,,10000,11000,11000,11000,11000,11000,11000,12000,12000,12500,13000,13000,13000,13000,14000,15000,15000,15000,15500,16000,16000,16000,16600.00038,17000,17000,17399.99962,17700.00076,18000,18500,19000,19000,17000,17000,17000,17000,17000,17000,17000,16299.99924,14000,14000,13000,13000,12000,11000,10399.99962,10000,9000,7900.000095,8000,8000,8000,8000,8000,8000,8000,,,
Kosovo,XKX,Arable land (hectares),AG.LND.ARBL.HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,,,,,,,,,,,,
"Yemen, Rep.",YEM,Arable land (hectares),AG.LND.ARBL.HA,,1262000,1273000,1285000,1295000,1305000,1310000,1317000,1322000,1327000,1332000,1340000,1345000,1350000,1355000,1363000,1363000,1363000,1365000,1366000,1366000,1368000,1368000,1368000,1368000,1372000,1372000,1376000,1376000,1378000,1523000,1528000,1378000,1622000,1627000,1633000,1647000,1607000,1564000,1547000,1545000,1466000,1415000,1252000,1325000,1287000,1374000,1365000,1245000,1171000,1291000,1161000,1253000,1248000,1248000,1248000,1248000,,,
South Africa,ZAF,Arable land (hectares),AG.LND.ARBL.HA,,12000000,12050000,12100000,12150000,12200000,12230000,12250000,12290000,12330000,12370000,12410000,12450000,12490000,12530000,12570000,12612000,12570000,12530000,12480000,12440000,12400000,12355000,12355000,12355000,12355000,12600000,12550000,12600000,12700000,12800000,12900000,13163000,13426000,13450000,13500000,13650000,13700000,13700000,13760000,13812000,13685000,13700000,13600000,13300000,13175000,12600000,12600000,12800000,12660000,12533000,12033000,12500000,12500000,12500000,12500000,12500000,,,
Zambia,ZMB,Arable land (hectares),AG.LND.ARBL.HA,,2549000,2552000,2576000,2601000,2604000,2658000,2672000,2705000,2734000,2763000,2892000,3060000,2912000,2940000,2925000,3048000,2881000,2722000,2306000,2332000,2271000,2213000,2325000,2316000,2408000,2468000,2568000,2691000,3028000,2891000,2755000,2779000,2780000,2850000,2649000,2875000,2808000,2695000,2895000,2816000,2722000,2582000,2874000,2862000,2727000,3013000,2949000,3052000,3550000,3400000,3600000,3800000,3700000,3800000,3800000,3800000,,,
Zimbabwe,ZWE,Arable land (hectares),AG.LND.ARBL.HA,,1885000,1935000,1985000,2035000,2065000,2135000,2185000,2235000,2285000,2335000,2385000,2415000,2415000,2465000,2465000,2465000,2465000,2465000,2465000,2505000,2545000,2585000,2625000,2665000,2705000,2745000,2790000,2830000,2870000,2910000,2950000,2990000,3030000,3100000,3110000,3400000,3500000,3400000,3550000,3600000,3600000,3650000,3650000,3800000,3900000,4100000,4000000,4250000,4100000,4000000,4200000,4000000,4000000,4000000,4000000,4000000,,,
